tmdb_id,imdb_id,title,original_title,tagline,overview,release_date,runtime_mins,certification,genres,keywords,spoken_languages,origin_country,collection,director,top_cast,production_companies,budget,revenue,vote_average,vote_count,popularity
287,tt0094812,Bull Durham,Bull Durham,Romance is a lot like baseball. It's not whether you win or lose. It's how you play the game.,"Veteran catcher Crash Davis is brought to the minor league Durham Bulls to help their up and coming pitching prospect, ""Nuke"" Laloosh. Their relationship gets off to a rocky start and is further complicated when baseball groupie Annie Savoy sets her sights on the two men.",1988-06-15,108,R,Comedy|Romance,jealousy|love triangle|sports|stadium|age difference|poem|baseball|trainer|pitcher|flirt|home run|minor leagues,English,US,,Ron Shelton,Kevin Costner|Susan Sarandon|Tim Robbins|Trey Wilson|Robert Wuhl,The Mount Company|Orion Pictures,7000000,50888000,6.604,661,3.1483
38684,tt1229822,Jane Eyre,Jane Eyre,She sought refuge… and found a place haunted by secrets.,"After a bleak childhood, Jane Eyre goes out into the world to become a governess. As she lives happily in her new position at Thornfield Hall, she meets the dark, cold, and abrupt master of the house, Edward Rochester. Jane and her employer grow close in friendship and she soon finds herself falling in love with him. Happiness seems to have found Jane at last, but could Rochester's terrible secret be about to destroy it forever?",2011-03-11,120,PG-13,Drama|Romance,friendship|prayer|smoking|painting|man woman relationship|love|rural area|snow|memory|orphan|cruelty|free will|guardian|wedding ceremony|ward,French|English,GB,,Cary Joji Fukunaga,Mia Wasikowska|Michael Fassbender|Jamie Bell|Sally Hawkins|Simon McBurney,BBC Film|Ruby Films|Focus Features|Lipsync Productions,13000000,34710627,7.198,1546,2.7491
932430,tt17321230,Prom Pact,Prom Pact,Ambition is risky business.,"It's prom season, and high school senior Mandy and her best friend and fellow outsider Ben are surrounded by over-the-top ""promposals."" Mandy is only focused on getting into her dream school Harvard, but as she starts tutoring basketball all-star Graham, she must re-evaluate whether her dream school is worth the cost of everything she believes in.",2023-03-30,98,PG-13,Romance|Comedy,,English,US,,Anya Adams,Peyton Elizabeth Lee|Milo Manheim|Blake Draper|Monique A. Green|Arica Himmel,The Detective Agency|Rotten Eggs Productions|Bowen and Sons|Bear Claw Productions|Disney Branded Television,0,0,7.203,180,2.6479
11983,tt0228750,Proof of Life,Proof of Life,"For her, it's personal. For him, it's a contract.","When American engineer Peter Bowman is kidnapped while working in South America, his wife Alice enlists special agent Terry Thorne to help free him. However, complications arise when Thorne falls in love with her. Their lives are on the line, their hearts out on a limb.",2000-12-08,135,R,Thriller|Action|Drama,new love|hostage|agent,English,US,,Taylor Hackford,Meg Ryan|Russell Crowe|David Morse|Pamela Reed|David Caruso,Castle Rock Entertainment|Bel Air Entertainment|Anvil Films,65000000,62761005,6.135,847,3.2372
44136,tt0114324,Sahara,Sahara,,"After the fall of Tobruk in June 1942, U.S. Army sergeant Joe Gunn leads his tank into the Sahara desert, in order to evade advancing Rommel's forces and reach Allied lines. Along the way he picks up few Allied soldiers, but soon they are running out of water. They find water at the ancient well, but the well is a goal of an entire German battalion. Despite the impossible odds, Sergeant Gunn decides to defend the well.",1995-04-25,106,14,Action|Adventure|TV Movie|War,sergeant|tobruk,English,AU|US,,Brian Trenchard-Smith,Jim Belushi|Jerome Ehlers|Michael Massee|Robert Wisdom|Mark Lee,Showtime Networks|Village Roadshow|TriStar Pictures,0,0,6.364,70,5.4372
33909,tt1027718,Wall Street: Money Never Sleeps,Wall Street: Money Never Sleeps,Gordon never gives up.,"As the global economy teeters on the brink of disaster, a young Wall Street trader partners with disgraced former Wall Street corporate raider Gordon Gekko on a two tiered mission: To alert the financial community to the coming doom, and to find out who was responsible for the death of the young trader's mentor.",2010-09-20,133,PG-13,Drama|Crime,wall street|duringcreditsstinger|hostile|domineering|complex|anxious|cautionary|audacious|doubtful,English,US,Wall Street Collection,Oliver Stone,Michael Douglas|Shia LaBeouf|Josh Brolin|Carey Mulligan|Frank Langella,Pressman Film|Dune Entertainment III|Dune Entertainment|20th Century Fox,70000000,134748021,6.093,1659,3.3613
1880,tt0087985,Red Dawn,Red Dawn,"In our time, no foreign army has ever occupied American soil. Until now.","It is the dawn of World War III. In mid-western America, a group of teenagers band together to defend their town—and their country—from invading Soviet forces.",1984-08-10,114,PG-13,Action|Thriller|War|Drama,guerrilla warfare|future|fight|colorado|invasion|anti-communism|fighting|school shooting|red army|town,English|Russian|Spanish,US,,John Milius,Patrick Swayze|Charlie Sheen|C. Thomas Howell|Lea Thompson|Darren Dalton,United Artists|Sidney Beckerman Productions|Valkyrie Films,17000000,38400000,6.304,872,3.2959
12919,tt0092718,Can't Buy Me Love,Can't Buy Me Love,Ronald is making an investment in his senior year. He's hiring the prettiest cheerleader in school to be his girlfriend.,"Nerdy high schooler Ronald Miller rescues cheerleader Cindy Mancini from parental punishment after she accidentally destroys her mother's designer clothes. Ronald agrees to pay for the $1,000 outfit on one condition: that she will act as though they're a couple for an entire month. As the days pass, however, Cindy grows fond of Ronald, making him popular. But when Ronald's former best friend gets left behind, he realizes that social success isn't everything.",1987-08-14,94,PG-13,Comedy|Romance,new year's eve|high school|cheerleader|nerd|coming of age|dress|break-up|teen comedy|teen drama|evening gown,English,US,,Steve Rash,Patrick Dempsey|Amanda Peterson|Courtney Gains|Tina Caspary|Seth Green,Apollo Pictures|Touchstone Pictures|The Mount Company|Silver Screen Partners III,1800000,31623833,6.9,700,3.2696
11867,tt0115624,Barb Wire,Barb Wire,Don't call me babe!,"A sexy nightclub owner, Barb Wire moonlights as a mercenary in Steel Harbor, one of the last free zones in the now fascist United States. When scientist Cora Devonshire wanders into Barb's establishment, she gets roped into a top-secret government plot involving biological weapons. Soon Barb is reunited with her old flame Axel Hood, who is now Cora's husband and a guerrilla fighter, resulting in plenty of tense action.",1996-05-02,98,R,Science Fiction|Action|Adventure,bounty hunter|civil war|dystopia|based on comic|obesity|b movie|scientist bar|electrical torture|pretending to be a prostitute|pressure washer|2010s|female bounty hunter|hilarious,English|Mandarin|German|French,US,,David Hogan,Pamela Anderson|Temuera Morrison|Victoria Rowell|Jack Noseworthy|Udo Kier,PolyGram Filmed Entertainment|Propaganda Films|Dark Horse Entertainment,9000000,3793614,4.1,476,2.8881
28512,tt0419358,The Poseidon Adventure,The Poseidon Adventure,,"A cruise ship succumbs to a terrorist act and capsizes on New Year's eve. A rag-tag group of survivors, spearheaded by a priest and a homeland security agent, must journey through the upside down vessel and attempt an escape.",2005-11-20,173,,Adventure|Thriller|Action|TV Movie,new year's eve|remake|miniseries|capsized ship|disaster movie|christmas,English,US,,John Putch,Adam Baldwin|Rutger Hauer|Steve Guttenberg|Bryan Brown|C. Thomas Howell,Silverstar Limited|Larry Levinson Productions|NBC,14000000,0,5.2,119,3.1687
1186563,tt18108824,The Friend,The Friend,,"New York City writer Iris finds her comfortable, solitary life thrown into disarray after her closest friend and mentor bequeaths her a Great Dane named Apollo. The huge dog immediately creates practical problems for Iris, from furniture destruction to eviction notices, as well as more existential ones. Yet as Iris finds herself unexpectedly bonding with Apollo, she begins to come to terms with her past, and her own creative inner life.",2025-03-28,119,R,Comedy|Drama,new york city|suicide|based on novel or book|mentor|writer|dog|death of friend|informative,English,US,,Scott McGehee|David Siegel,Naomi Watts|Bill Murray|Ann Dowd|Constance Wu|Sarah Pidgeon,Big Creek Projects|3dot Productions,0,4139459,6.678,104,3.0175
10281,tt0095179,Friday the 13th Part VII - The New Blood,Friday the 13th Part VII - The New Blood,"On Friday the 13th, Jason is back. But this time someone's waiting.","Tina Shepard, a telekinetic teenage girl, accidentally unchains Jason from his watery grave, allowing him to go on another killing spree in the area.",1988-05-13,88,R,Horror|Thriller,mask|lake|new jersey|sadism|psychopath|telekinesis|sequel|woods|slaughter|serial killer|slasher|series of murders|psychiatrist|blunt|supernatural horror|absurd|cruel,English,US,Friday the 13th Collection,John Carl Buechler,Lar Park Lincoln|Kane Hodder|Terry Kiser|Kevin Spirtas|Susan Jennifer Sullivan,Friday Four Films Inc.|Sean S. Cunningham Films,2800000,19170001,5.5,1182,3.0532
11897,tt0056085,How the West Was Won,How the West Was Won,It's here! The mightiest adventure ever filmed!,"The epic tale of the development of the American West from the 1830s through the Civil War to the end of the century, as seen through the eyes of one pioneer family.",1962-11-02,164,G,Western,river|settler|native american|caravan|outlaw|frontier|colonisation|family|riverboat|usa history|3-strip cinerama,English|Spanish,US,,Henry Hathaway|John Ford|George Marshall,Carroll Baker|Lee J. Cobb|Henry Fonda|Carolyn Jones|Karl Malden,Metro-Goldwyn-Mayer|Cinerama Productions,15000000,76729,7.006,480,2.7578
24825,tt0081259,The Octagon,The Octagon,"In a world of choices, for one man there is no choice... he must face The Octagon.","Scott James, a veteran martial arts expert, is recruited as the protector of the wealthy and beautiful Justine  after she becomes the target of a ninja clan. When Scott finds out that his ruthless arch-nemesis, McCarn , is involved with the stealthy and dangerous criminals, he is eager to settle old scores. Soon Scott is facing off against McCarn and the entire ninja horde in an effort to take them all down.",1980-08-14,104,R,Adventure|Action|Thriller,martial arts|assassin|fight|revenge|ninja|vigilante|terrorism|massacre|one against many|warrior|neo-noir|action hero,English,US,,Eric Karson,Chuck Norris|Karen Carlson|Lee Van Cleef|Art Hindle|Carol Bagdasarian,American Cinema Productions,4000000,18971000,5.0,145,4.1903
10437,tt0104940,The Muppet Christmas Carol,The Muppet Christmas Carol,,"A retelling of the classic Dickens tale of Ebenezer Scrooge, miser extraordinaire. He is held accountable for his dastardly ways during night-time visitations by the Ghosts of Christmas Past, Present and Future.",1992-12-11,86,G,Music|Comedy|Family|Fantasy|Drama,"future|london, england|based on novel or book|holiday|redemption|musical|puppet|past|puppetry|miser|lost love|ghost|christmas music|christmas|19th century|what if|grumpy man|victorian era|christmas eve|cautionary|christmas carols|celebratory|holiday spirit|charles dickens",English,US,,Brian Henson,Michael Caine|Dave Goelz|Steve Whitmire|Jerry Nelson|Frank Oz,Walt Disney Pictures|Jim Henson Productions,12000000,27300000,7.442,1144,3.1976
10150,tt0084237,The Last Unicorn,The Last Unicorn,There's magic in believing!,"A unicorn learns from a riddle-speaking butterfly that she is supposedly the last of her kind, all the others having been herded away by the monstrous Red Bull. The unicorn sets out to discover the truth behind the butterfly's words. She is eventually joined on her quest by Schmendrick, a second-rate magician, and Molly Grue, a middle-aged woman who dreamed all her life of seeing a unicorn. Their journey leads them far from home, all the way to the castle of King Haggard.",1982-11-19,93,G,Fantasy|Animation|Family|Adventure,love of one's life|magic|magic show|prince|sorcerer's apprentice|enchantment|unicorn,English|German,US,,"Jules Bass|Arthur Rankin, Jr.",Mia Farrow|Alan Arkin|Tammy Grimes|Jeff Bridges|Christopher Lee,Rankin/Bass Productions|ITC Entertainment,0,6455530,7.2,578,3.336
626735,tt11252248,Dog,Dog,A filthy animal unfit for human company and a... dog.,An army ranger and his dog embark on a road trip along the Pacific Coast Highway to attend a friend's funeral.,2022-02-17,101,PG-13,Drama|Comedy,military working dogs|emotional support animal|belgian malinois|baddi-flies|ranger regiment,English,US,,Channing Tatum|Reid Carolin,Channing Tatum|Aavi Haas|Ryder McLaughlin|Luke Forbes|Darren Keilan,FilmNation Entertainment|Free Association|Metro-Goldwyn-Mayer,20000000,84774243,7.294,1738,3.8734
13827,tt0976247,"Surfer, Dude","Surfer, Dude",,A wave twisting tale of a soul searching surfer experiencing an existential crisis.,2008-09-05,85,R,Comedy,surfing|sports,English,US,,S.R. Bindler,Matthew McConaughey|Jeffrey Nordling|Willie Nelson|Woody Harrelson|Zachary Knighton,,6000000,69000,4.6,116,3.1318
241254,tt1085492,The Prince,The Prince,Mercy is for the Weak,A family man who turns out to be a retired mob enforcer must travel across the country to find his daughter who has gone missing.,2014-08-22,93,R,Thriller|Action,mobster|justice|retired|missing person|missing daughter,English,US,,Brian A. Miller,Bruce Willis|Jason Patric|John Cusack|Jessica Lowndes|Gia Mantegna,EFO Films|Aperture Entertainment|Grindstone Entertainment Group,18000000,1289595,4.923,506,3.6098
1144911,tt28223926,Skincare,Skincare,It's just a little cover-up.,"Famed aesthetician Hope Goldman is about to take her career to the next level by launching her very own skin care line. However, she soon faces a new challenge when a rival opens a boutique directly across from her store. Suspecting that someone is trying to sabotage her, she embarks on a quest to unravel the mystery of who's trying to destroy her life.",2024-08-15,96,R,Thriller|Drama|Comedy|Mystery,based on true story|anaesthesia|business rivalry|revenge thriller|murder for hire,English,US,,Austin Peters,Elizabeth Banks|Lewis Pullman|Michaela Jaé Rodriguez|Luis Gerardo Méndez|Nathan Fillion,Jalapeno Goat|Iervolino & Lady Bacardi Entertainment|WWPS.TV|Evolution & Development Technology,0,451381,5.978,113,3.4877
57210,tt1833888,Angels Sing,Angels Sing,"Christmas comes but once a year, but the memories last a lifetime.","As a child, Michael Walker wished every day could be Christmas. That is, until a tragic accident crushed his holiday spirit. Thirty years later, Michael still can't muster any joy for the holidays, despite encouragement from his playful wife and well-intentioned parents. But when his young son faces a tragedy, Michael needs to make amends with his past. A mysterious man named Nick gives Michael a gift and instills in him the courage to find the joy that he lost.",2013-10-19,87,PG,Comedy|Family|Drama,holiday|christmas|effects from the past,English,US,,Tim McCanlies,Harry Connick Jr.|Connie Britton|Chandler Canterbury|Fionnula Flanagan|Lyle Lovett,When Angels Sing,0,0,5.6,54,3.4141
17336,tt1082601,Fighting,Fighting,Some Dreams Are Worth The Fight,"Small-town boy Shawn MacArthur has come to New York City with nothing. Barely earning a living selling counterfeit goods on the streets, his luck changes when scam artist Harvey Boarden sees that he has a natural talent for streetfighting. When Harvey offers Shawn help at making the real cash, the two form an uneasy partnership.",2009-04-24,105,PG-13,Action|Crime|Romance|Drama,new york city|sports|street fighter|fighting,English,US,,Dito Montiel,Channing Tatum|Terrence Howard|Zulay Henao|Roger Guenveur Smith|Brian J. White,Rogue Pictures|Relativity Media|Misher Films|Scion Films|Focus Features,0,32474120,5.996,750,2.8461
765897,tt5181260,The Unbreakable Boy,The Unbreakable Boy,"When the odds are unbelievable, show the world you're unbreakable.","When Scott and Teresa LeRette learn that their son Austin is both autistic and has brittle bone disease, they initially worry for their son’s future. But with Scott’s growing faith and Austin’s incredible spirit, they become 'unbreakable', finding joy, gratitude, and courage even in the most trying times.",2025-02-20,108,PG,Family|Drama,sibling relationship|based on novel or book|autism|bullying|based on true story|alcoholism|coming of age|family drama|disability|junior high school|pre-teen|christian faith|autistic child|cliché|condescending|disrespectful|earnest|sincere,English,US,,Jon Gunn,Zachary Levi|Meghann Fahy|Jacob Laval|Drew Powell|Gavin Warren,Kingdom Story Company|Lionsgate|Wonder Project,6000000,7511126,7.7,130,2.8424
21882,tt0074564,Gator,Gator,Come and get him.,"After his release from prison, notorious ex-con and moonshine distiller Gator McKlusky moves in with his father in a cabin in the Okefenokee Swamp. His bootlegging plans are cut short, however, when a federal agent tells McKlusky that he will lose custody of his 9-year-old daughter unless he helps bring down local crime lord Bama McCall. McKlusky enlists the help of reporter Aggie Maybank and a few local eccentrics to bring down McCall's empire.",1976-08-25,115,PG,Drama|Crime|Action,espionage|sequel|ex-con|motorboat,English,US,Gator Collection,Burt Reynolds,Burt Reynolds|Lauren Hutton|Jerry Reed|Dub Taylor|Burton Gilliam,United Artists|Levy-Gardner-Laven,0,11000000,5.1,91,2.9354
826,tt0050212,The Bridge on the River Kwai,The Bridge on the River Kwai,It spans a whole new world of entertainment!,"The classic story of English POWs in Burma forced to build a bridge to aid the war effort of their Japanese captors. British and American intelligence officers conspire to blow up the structure, but Col. Nicholson, the commander who supervised the bridge's construction, has acquired a sense of pride in his creation and tries to foil their plans.",1957-10-11,162,PG,Drama|History|War,japan|based on novel or book|resistance|river|world war ii|prisoner of war|thailand|bridge|burma|pacific war|aggressive|bridge blowup|dramatic,Japanese|Thai|English,GB,,David Lean,William Holden|Alec Guinness|Jack Hawkins|Sessue Hayakawa|James Donald,Horizon Pictures,2800000,44908000,7.823,2333,3.0521
9616,tt0304711,The Order,The Order,Behind the disguise of good hides the soul of evil.,"For centuries, a secret Order of priests has existed within the Church. A renegade priest, Father Alex Bernier, is sent to Rome to investigate the mysterious death of one of the Order's most revered members. Following a series of strangely similar killings, Bernier launches an investigation that forces him to confront unimaginable evil.",2003-09-05,102,R,Fantasy|Mystery|Thriller|Romance|Drama,"rome, italy|riddle|vatican (holy see)|investigation|exorcism|secret organization|sin|repentance|priest|religion|psychological thriller|roman catholic church|catholicism|theology|mentor protégé relationship|sin eater|suspicious death|mysticism",English|Italian,US,,Brian Helgeland,Heath Ledger|Shannyn Sossamon|Benno Fürmann|Mark Addy|Peter Weller,N1 European Film Produktions|Baumgarten Merims Productions|20th Century Fox|Baumgarten-Prophet Entertainment,35000000,11600000,5.728,380,3.1291
11323,tt1130080,The Informant!,The Informant!,Based on a tattle-tale,"A rising star at agri-industry giant Archer Daniels Midland (ADM), Mark Whitacre suddenly turns whistleblower. Even as he exposes his company’s multi-national price-fixing conspiracy to the FBI, Whitacre envisions himself being hailed as a hero of the common man and handed a promotion.",2009-09-18,108,R,Drama|Comedy|Crime,fbi|lie|agriculture|informant|witness to murder|surveillance|corn|price-fixing|1990s,English,US,,Steven Soderbergh,Matt Damon|Scott Bakula|Joel McHale|Melanie Lynskey|Tom Papa,Warner Bros. Pictures|Participant|Groundswell Productions|Section Eight|Jaffe/Braunstein Enterprise,22000000,41771168,6.155,965,2.5939
343674,tt3748172,Gerald's Game,Gerald's Game,Some games you play. Some you survive.,"When her husband's sex game goes wrong, Jessie (who is handcuffed to a bed in a remote lake house) faces warped visions, dark secrets and a dire choice.",2017-09-29,104,NR,Horror|Thriller,child abuse|based on novel or book|childhood trauma|sorrow|car accident|eclipse|dog|ghost|memoirs,English,US,,Mike Flanagan,Carla Gugino|Bruce Greenwood|Carel Struycken|Chiara Aurelia|Henry Thomas,Intrepid Pictures,0,0,6.398,3889,3.4917
9621,tt0368709,Elizabethtown,Elizabethtown,It's a heck of a place to find yourself,"Drew Baylor is fired after causing his shoe company to lose hundreds of millions of dollars. To make matters worse, he's also dumped by his girlfriend. On the verge of ending it all, Drew gets a new lease on life when he returns to his family's small Kentucky hometown after his father dies. Along the way, he meets a flight attendant with whom he falls in love.",2005-10-14,124,PG-13,Comedy|Drama|Romance,hotel room|new love|airplane|funeral|suicide attempt|lovers|falling in love|hometown|return to hometown,English,US,,Cameron Crowe,Orlando Bloom|Kirsten Dunst|Susan Sarandon|Alec Baldwin|Bruce McGill,Paramount Pictures|Cruise/Wagner Productions|Vinyl Films|KMP Film Invest,57000000,52164016,6.19,1180,2.9751
1077782,tt26442053,Old Guy,Old Guy,Competition is always a killer.,"Stuck at a dead end but vying for the love of spunky club manager Anata, aging contract killer Danny Dolinski is thrilled when The Company pulls him back in the field, but only to train Gen Z newcomer Wihlborg, a prodigy assassin with an attitude.",2024-12-13,93,R,Action|Comedy|Crime,mentor protégé relationship|contract killer|gen z,English,US|GB,,Simon West,Christoph Waltz|Lucy Liu|Cooper Hoffman|Karishma Navekar|Desmond Edwards,23ten|Source Management + Production|Aperture Media Partners|Pfaff & Pfaff Productions|LB Entertainment|Wee Buns Films|Northern Ireland Screen|Highland Film Group|Yellow Moon|Dark Castle Entertainment,0,0,5.565,209,3.0288
5924,tt0070511,Papillon,Papillon,The greatest adventure of escape!,"A man befriends a fellow criminal as the two of them begin serving their sentence on a dreadful prison island, which inspires the man to plot his escape.",1973-12-16,151,PG,Crime|Drama,prison|escape|prison escape|jungle|solitary confinement|based on memoir or autobiography|remote island|leper colony|labor camp|corrupt official|french colonialism|devil's island|prison brutality|guyana|1930s|prisão,English|Spanish,US,,Franklin J. Schaffner,Steve McQueen|Dustin Hoffman|Victor Jory|Don Gordon|Anthony Zerbe,Allied Artists Pictures|Solar Productions|Corona-General,12000000,53267000,7.829,2084,3.0619
291276,tt1734493,Unlocked,Unlocked,The truth has many enemies.,"After failing to apprehend the terrorist behind a Paris attack that claimed dozens of lives, CIA agent Alice Racine is forced to live in London as a caseworker. Her mentor unexpectedly calls her back into action when the CIA discovers that another attack is imminent. Alice soon learns that the classified information she's uncovered has been compromised...",2017-04-27,98,R,Action|Thriller,"london, england|central intelligence agency (cia)|biohazard|agent|mi5|bio terrorism|terrorist threat",Arabic|English|German,GB|US,,Michael Apted,Noomi Rapace|Orlando Bloom|Michael Douglas|John Malkovich|Toni Collette,Silver Reel|di Bonaventura Pictures|Lipsync Productions|Czech Anglo Pictures|Bloom|SRA Productions|Unlocked Distribution|Lionsgate,0,0,6.259,1186,3.0564
23169,tt1403981,Remember Me,Remember Me,Live in the moments.,"Still reeling from a heartbreaking family event and his parents' subsequent divorce, Tyler Hawkins discovers a fresh lease on life when he meets Ally Craig, a gregarious beauty who witnessed her mother's death. But as the couple draws closer, the fallout from their separate tragedies jeopardizes their love.",2010-03-11,113,PG-13,Drama|Romance,new york city|parent child relationship|9/11|grieving|young adult|college student,English,US,,Allen Coulter,Robert Pattinson|Emilie de Ravin|Pierce Brosnan|Lena Olin|Chris Cooper,Summit Entertainment,16000000,56000000,7.098,3683,3.1196
467956,tt6865690,The Professor,The Professor,,"A world-weary college professor is given a life-changing diagnosis and decides to throw all pretense and conventions to the wind and live his life as boldly and freely as possible with a biting sense of humor, a reckless streak and a touch of madness.",2018-05-17,90,R,Comedy|Drama,terminal illness|drugs|drinking|madness|college professor,English,US,,Wayne Roberts,Johnny Depp|Rosemarie DeWitt|Odessa Young|Danny Huston|Zoey Deutch,Global Road Entertainment|Automatik Entertainment|Leeding Media|Saban Films|Infinitum Nihil|Starlings Entertainment|Lionsgate,0,3645308,6.848,1253,3.0179
