tmdb_id,imdb_id,title,original_title,tagline,overview,release_date,runtime_mins,certification,genres,keywords,spoken_languages,origin_country,collection,director,top_cast,production_companies,budget,revenue,vote_average,vote_count,popularity
1946,tt0120907,eXistenZ,eXistenZ,Play it. Live it. Kill for it.,A game designer on the run from assassins must play her latest virtual reality creation with a marketing trainee to determine if the game has been damaged.,1999-04-14,97,R,Action|Thriller|Science Fiction,hacker|video game|virtual reality|pop star|bodyguard|dystopia|virtual fight|near future,English,CA|FR|GB,,David Cronenberg,Jennifer Jason Leigh|Jude Law|Ian Holm|Willem Dafoe|Don McKellar,Alliance Atlantis|Serendipity Point Films|Natural Nylon Entertainment,15000000,2856712,6.783,2133,4.1167
10781,tt0420294,The Texas Chainsaw Massacre: The Beginning,The Texas Chainsaw Massacre: The Beginning,What you know about fear... doesn't even come close.,"Chrissie and her friends set out on a road trip for a final fling before one is shipped off to Vietnam. Along the way, bikers harass the foursome and cause an accident that throws Chrissie from the vehicle. The lawman who arrives on the scene kills one of the bikers and brings Chrissie's friends to the Hewitt homestead, where young Leatherface is learning the tools of terror.",2006-10-05,91,R,Horror|Thriller,war veteran|sadism|psychopath|mass murder|gore|knife|biker|prequel|murder|serial killer|leatherface|slaughterhouse|slasher|chainsaw|torture|cruelty|series of murders|cannibal|severed foot|meat hook|severed hand|1960s,English,US,Texas Chainsaw (Reboot) Collection,Jonathan Liebesman,Jordana Brewster|Taylor Handley|Diora Baird|Matt Bomer|R. Lee Ermey,Texas Chainsaw Productions|New Line Cinema|Next Entertainment|Platinum Dunes|Vortex/Henkel/Hooper,16000000,50517763,6.155,1918,3.7158
970347,tt1121948,The Killer,The Killer,Some alliances form. Others will crumble.,"Zee is a feared contract killer known as ""the Queen of the Dead,"" but when she refuses to murder a young blind woman, she finds herself hunted both by criminal colleagues and a determined police detective.",2024-08-22,126,R,Action|Thriller|Crime,,English|French,US,,John Woo,Nathalie Emmanuel|Omar Sy|Sam Worthington|Diana Silvers|Saïd Taghmaoui,Universal Pictures|Atlas Entertainment|A Better Tomorrow Films|Entertainment One,30000000,318618,6.243,510,4.4979
1130818,tt16970906,Sheroes,Sheroes,,"When four thick-as-thieves friends arrive in Thailand, they quickly find themselves in over their heads. Fighting to stay alive, they employ their unique set of skills and unleash their fierce loyalty in a heart-pumping battle for survival.",2023-06-23,92,R,Action|Comedy|Crime|Adventure,,English,US,,Jordan Gertner,Sasha Luss|Wallis Day|Isabelle Fuhrman|Skai Jackson|Jack Kesy,BondIt Media Capital|The Squid Farm|Dreamspace|Head Gear Films|Metrol Technology|Bohemia Media|852 Films|Kaos Entertainment,0,0,5.904,125,3.7643
210479,tt2692904,Locke,Locke,No turning back.,"Ivan Locke has worked hard to craft a good life for himself. Tonight, that life will collapse around him. On the eve of the biggest challenge of his career, Ivan receives a phone call that sets in motion a series of events that will unravel his family, job, and soul.",2014-04-10,85,R,Drama|Thriller,"infidelity|london, england|husband wife relationship|england|pregnancy|road trip|construction site|one night|driving",English,GB|US,,Steven Knight,Tom Hardy|Ruth Wilson|Andrew Scott|Olivia Colman|Tom Holland,IM Global|Shoebox Films,2000000,4635300,6.891,2886,5.0607
18480,tt0889583,Brüno,Brüno,Borat was so 2006.,Flamboyantly gay Austrian television reporter Bruno stirs up trouble with unsuspecting guests and large crowds through brutally frank interviews and painfully hilarious public displays of homosexuality.,2009-07-08,83,R,Comedy,homophobia|drag queen|satire|dominatrix|celebrity|mockumentary|social satire|fame|hollywood|tv reporter|lgbt|austrian|duringcreditsstinger|sex tape|celebrity interview|gay theme,Czech|English|German,US,,Larry Charles,Sacha Baron Cohen|Gustaf Hammarsten|Clifford Bañagale|Josh Meyers|Toby Holguin,MRC|Everyman Pictures|Four by Two Films,42000000,138805831,5.644,1879,3.9184
91333,tt1839591,Recoil,Recoil,They each have a score to settle.,"A cop turns vigilante after his family is murdered, exacting vengeance on the killers - and then on all criminals who have slipped through the system.",2012-04-16,94,R,Action|Crime|Drama|Thriller,vengeance|vigilante justice,English,CA,,Terry Miles,Steve Austin|Serinda Swan|Danny Trejo|Lochlyn Munro|Noel Gugliemi,Caliber Media Company|NGN Productions|Nasser Entertainment Group,0,0,5.771,192,3.6273
4442,tt0355295,The Brothers Grimm,The Brothers Grimm,No curse they can't reverse. No demon they can't exterminate. No spell they can't break.,"Folklore collectors and con artists, Jake and Will Grimm, travel from village to village pretending to protect townsfolk from enchanted creatures and performing exorcisms. However, they are put to the test when they encounter a real magical curse in a haunted forest with real magical beings, requiring genuine courage.",2005-08-26,118,PG-13,Adventure|Fantasy|Action|Comedy|Thriller,sibling relationship|germany|literature|brothers grimm|con artist|historical fiction|aftercreditsstinger|19th century|fake exorcism,English|French|German|Italian,US|GB,,Terry Gilliam,Matt Damon|Heath Ledger|Lena Headey|Peter Stormare|Monica Bellucci,Summit Entertainment|Atlas Entertainment|Mosaic Media Group|Dimension Films|Metro-Goldwyn-Mayer|Daniel Bobker Productions,88000000,105300000,5.849,2917,3.939
251783,tt2091327,Pleasure or Pain,Pleasure or Pain,How far would you go... as far as you dare.,A young designer falls under a man's erotic spell and is drawn into a world of sexual abandon from which she may never return.,2013-09-05,102,R,Drama|Thriller,designer|seduction|erotic movie,English,US,,Zalman King,Malena Morgan|Christos Vasilopoulos|Daniel Sobieray|Kayla Jane|Elle Alexandra,Visual Arts Entertainment|Last Night Productions|The Zalman King Company,0,0,4.786,91,4.5478
72784,tt1850397,The Loft,The Loft,The right place to do wrong.,"For five men, the opportunity to share a penthouse in the city -- in which to carry on extramarital affairs -- is a dream come true, until the dead body of an unknown woman turns up. Realizing that her killer must be one of their group, the men are gripped by paranoia as each one suspects another. Friendships are tested, loyalties are questioned, and marriages crumble while fear and suspicion run rampant.",2014-10-14,103,R,Thriller,male friendship|murder|love affair|extramarital affair|murder mystery,English,US,,Erik Van Looy,Karl Urban|James Marsden|Wentworth Miller|Eric Stonestreet|Matthias Schoenaerts,Open Road Films|Anonymous Content,14000000,10100000,6.408,1549,3.8245
66125,tt0803061,Red Dog,Red Dog,He's Been Everywhere Mate.,The legendary true story of the Red Dog who united a disparate local community while roaming the Australian outback in search of his long lost master.,2011-08-04,92,PG,Drama|Comedy|Family,australia|1970s|human animal relationship|search|based on true story|grief|dog|death|mourning|australian outback|pets|western australia,English,AU|US,Red Dog Collection,Kriv Stenders,Josh Lucas|Rachael Taylor|Rohan Nichol|Luke Ford|Arthur Angel,Endymion Films|ScreenWest|Woss Group Film Productions|Screen Australia|Essential Entertainment|South Australian Film Corporation,5,13,7.319,421,2.8627
11329,tt0313542,Runaway Jury,Runaway Jury,Trials are too important to be decided by juries.,"After a workplace shooting in New Orleans, a trial against the gun manufacturer pits lawyer Wendell Rohr against shady jury consultant Rankin Fitch, who uses illegal means to stack the jury with people sympathetic to the defense. But when juror Nicholas Easter and his girlfriend Marlee reveal their ability to sway the jury into delivering any verdict they want, a high-stakes cat-and-mouse game begins.",2003-01-16,127,PG-13,Drama|Thriller,"based on novel or book|court case|widow|new orleans, louisiana|manipulation|jury|gun violence|jury tampering|jury trial|henchmen|arms industry|trial lawyer|courtroom drama|mass shooting|legal thriller|corporate lawyer|conman|gun death|jury consultant|reading people|trial science|jury selection|wrongful death case|sequestered jury|firearms / gun manufacturer",French|English,US,,Gary Fleder,John Cusack|Gene Hackman|Dustin Hoffman|Rachel Weisz|Bruce Davison,New Regency Pictures|Regency Enterprises,60000000,80154140,6.936,1510,3.8637
30709,tt0081964,...All the Marbles,...All the Marbles,The California Dolls and their best friend Harry...Together they're going for...All The Marbles,A two-bit promoter tries to take a women's wrestling team to the top.,1981-03-01,113,R,Comedy|Drama,wrestling,English,US,,Robert Aldrich,Peter Falk|Vicki Frederick|Laurene Landon|Burt Young|Tracy Reed,Metro-Goldwyn-Mayer|Aldrich Company,0,0,6.2,56,4.1347
267193,tt3381008,Grimsby,Grimsby,Behind every hero is an embarrassing sibling.,"Wrongfully accused and on the run, a top MI6 assassin joins forces with his long-lost, football hooligan brother to save the world from a sinister plot.",2016-02-24,83,R,Action|Comedy,sibling relationship|gun|spy|vulgar|hooligan|vulgarity|football (soccer)|aftercreditsstinger,English,US|GB,,Louis Leterrier,Sacha Baron Cohen|Mark Strong|Isla Fisher|Penélope Cruz|Rebel Wilson,Columbia Pictures|LStar Capital|Village Roadshow Pictures|Working Title Films|Big Talk Studios|Four by Two Films,35000000,28000000,5.957,2468,4.1478
257088,tt2058673,Point Break,Point Break,Find your breaking point.,"A young undercover FBI agent infiltrates a gang of thieves who share a common interest in extreme sports. A remake of the 1991 film, ""Point Break"".",2015-12-03,114,PG-13,Action|Adventure|Crime|Thriller,"surfing|undercover agent|undercover|fbi|extreme sports|remake|skydiving|los angeles, california|bank robbery|undercover operation|ex-president|action thriller",English,AT|CA|DE|IN|IT|US|VE,,Ericson Core,Edgar Ramírez|Luke Bracey|Teresa Palmer|Ray Winstone|Max Thieriot,Studio Babelsberg|Alcon Entertainment|DMG Entertainment|Taylor-Baldecchi-Wimmer,105000000,133782481,5.952,2419,3.7787
11565,tt0421729,Big Momma's House 2,Big Momma's House 2,The momma of all comedies is back.,"FBI agent Malcolm Turner goes back undercover as Big Momma, a slick-talking, slam-dunking Southern granny with attitude to spare! Now this granny must play nanny to three dysfunctional upper-class kids in order to spy on their computer hacker father.",2006-01-26,99,PG-13,Comedy|Crime,undercover agent|undercover|computer virus|fbi|nanny|stress|overweight woman|disguise|impersonation,English,US,Big Momma's House Collection,John Whitesell,Martin Lawrence|Marisol Nichols|Kevin Durand|Dan Lauria|Kat Dennings,Big Lou House Productions|Deep River Productions|Firm Films|Runteldat Entertainment|New Regency Pictures|Epsilon Motion Pictures|Ed Friendly Productions,40000000,141522961,5.771,1680,3.7242
37056,tt0892318,Letters to Juliet,Letters to Juliet,What if you had a second chance to find true love?,"An American girl on vacation in Italy finds an unanswered ""letter to Juliet"" -- one of thousands of missives left at the fictional lover's Verona courtyard, which are typically answered by the ""secretaries of Juliet"" -- and she goes on a quest to find the lovers referenced in the letter.",2010-05-13,105,PG,Comedy|Drama|Romance,italy|letter|romcom|romance|american abroad|boyfriend girlfriend relationship|italian stereotype|verona italy|quest|romantic,English|Italian|Spanish,US,,Gary Winick,Amanda Seyfried|Christopher Egan|Gael García Bernal|Vanessa Redgrave|Franco Nero,Summit Entertainment|Applehead Pictures,30000000,82148538,7.0,2990,3.7868
12508,tt0202470,Rock Star,Rock Star,The story of a wanna be who got to be.,"A wannabe rock star who fronts a Pennsylvania-based tribute band is devastated when his bandmates kick him out of the group he founded. Things begin to look up for Izzy when he is asked to join Steel Dragon, the heavy metal rockers he had been imitating for so long. This film is loosely based on the true story of the band Judas Priest.",2001-09-04,105,R,Music|Drama|Comedy,rock star|success|heavy metal|relationship problems,English,US,,Stephen Herek,Mark Wahlberg|Jennifer Aniston|Dominic West|Jason Bonham|Jeff Pilson,Metal Productions Inc.|Bel Air Entertainment|Maysville Pictures|Robert Lawrence Productions|Warner Bros. Pictures,57000000,19334145,6.7,801,3.9931
46498,tt0062776,Candy,Candy,She's only faithful to the book.,A high school girl encounters a variety of kookie characters and humorous sexual situations while searching for the meaning of life.,1968-12-17,124,R,Adventure|Comedy|Fantasy,california|obsession|seduction|satire,English,FR,,Christian Marquand,Ewa Aulin|Charles Aznavour|Marlon Brando|Richard Burton|James Coburn,Corona Cinematografica|Dear Film,3000000,0,5.125,76,3.8482
9587,tt0110367,Little Women,Little Women,"The story that has lived in our hearts for generations, now comes to the screen for the holidays.",Four sisters come of age in America in the aftermath of the Civil War.,1994-12-21,115,PG,Drama|Romance,depression|parent child relationship|holiday|pregnancy|sister|desire|chalkboard|nightgown|birth of twins|woman director|christmas|19th century|christmas romance|adoring|four sisters,English|German|French,US,,Gillian Armstrong,Winona Ryder|Trini Alvarado|Samantha Mathis|Kirsten Dunst|Claire Danes,Di Novi Pictures|Columbia Pictures,18000000,94983123,7.279,1328,4.0521
4421,tt0119173,G.I. Jane,G.I. Jane,Failure is not an option.,"In response to political pressure from Senator Lillian DeHaven, the U.S. Navy begins a program that would allow for the eventual integration of women into its combat services. The program begins with a single trial candidate, Lieutenant Jordan O'Neil, who is chosen specifically for her femininity. O'Neil enters the grueling Navy SEAL training program under the command of Master Chief John James Urgayle, who unfairly pushes O'Neil until her determination wins his respect.",1997-08-19,125,R,Action|Drama|War,gulf war|helicopter|middle east|libya|u.s. navy|sexism|naval officer|sexual harassment|feminist|u.s. navy seal|drill instructor|military|against the odds|u.s. senator|us military|military training|reconnaissance|sexual discrimination|proving oneself|political|women in the military|woman in a man's world|military tradition|one of the guys|physical training|military exercises|seal team,English,US,,Ridley Scott,Demi Moore|Viggo Mortensen|Morris Chestnut|Josh Hopkins|David Vadim,Caravan Pictures|Largo Entertainment|Trap-Two-Zero Productions|Roger Birnbaum Productions|Moving Pictures|Scott Free Productions|Hollywood Pictures,50000000,48169156,6.5,1820,3.3734
740903,tt1318523,The Unhealer,The Unhealer,With great power comes great pain,"A botched faith healing bestows supernatural Shaman powers on a bullied teenager. When his lifelong tormentors pull a prank that kills someone he loves, he uses his powers for revenge and goes on a bloody rampage to settle the score.",2021-12-02,94,R,Fantasy|Thriller|Horror,,German|English,US,,Martin Guigui,Natasha Henstridge|Lance Henriksen|Adam Beach|Chris Browning|Branscombe Richmond,,0,0,5.902,92,3.9151
9599,tt0094761,The Blob,The Blob,Terror has no shape.,"In Arborville, California, three high school students try to protect their hometown from a gelatinous alien life form that engulfs everything it touches.",1988-08-05,95,R,Horror|Science Fiction,cold|quarantine|killing|halloween|slime|disgust|comet|alien|playboy|remake|hospital|sewer|freezer|military|disturbed|aggressive|liquefaction|serious|body horror|suspenseful|bold|excited,English,US,,Chuck Russell,Kevin Dillon|Shawnee Smith|Donovan Leitch|Jeffrey DeMunn|Candy Clark,TriStar Pictures|Palisades California Inc.,10000000,8247943,6.839,1018,3.9729
9344,tt0113540,Kids,Kids,Shocking. Depraved. Sickening. And they're only Kids.,"A group of bored, disaffected New York City teenagers spend a day skating, smoking, drinking, partying, deflowering virgins, and getting into fights.",1995-07-28,91,NC-17,Drama|Crime,puberty|first time|new york city|drug abuse|coming of age|hiv|juvenile delinquent|shoplifting|underage sex|sexually transmitted disease|sleeping around|complex|juvenile delinquency|independent film|banned film|critical|disgusted,English,US,,Larry Clark,Leo Fitzpatrick|Justin Pierce|Chloë Sevigny|Rosario Dawson|Yakira Peguero,The Guys Upstairs|Independent Pictures,1500000,20412216,6.893,1260,3.7483
1251,tt0498380,Letters from Iwo Jima,Letters from Iwo Jima,The battle of Iwo Jima seen through the eyes of the Japanese soldiers.,"The story of the battle of Iwo Jima between the United States and Imperial Japan during World War II, as told from the perspective of the Japanese who fought it.",2006-12-09,141,R,Action|Drama|War,dying and death|world war ii|cave|based on true story|pacific war|iwo jima|pacific theater|anti war|japanese army|imperial japan|1940s|awestruck,Japanese,US,Clint Eastwood's Iwo Jima Collection,Clint Eastwood,Ken Watanabe|Kazunari Ninomiya|Tsuyoshi Ihara|Ryo Kase|Shido Nakamura,Warner Bros. Pictures|DreamWorks Pictures|Malpaso Productions|Amblin Entertainment,19000000,68673228,7.476,2234,3.427
1249,tt0427969,Hollywoodland,Hollywoodland,"In a town full of fiction, everyone has a version of the truth.","When Hollywood superstar George Reeves dies in his home, private detective Louis Simo is hired to investigate his death and gets caught in a web of lies involving a big studio executive's wife. Based on a true story.",2006-08-31,126,R,Crime|Drama|Mystery,dying and death|jealousy|detective|investigation|observer|deceived wife|lovers|super power|whodunnit,English,CA|US,,Allen Coulter,Adrien Brody|Diane Lane|Ben Affleck|Bob Hoskins|Robin Tunney,Focus Features|Miramax|Back Lot Pictures,0,16803753,6.086,440,3.7501
11358,tt0351977,Walking Tall,Walking Tall,One man will stand up for what's right.,"A former U.S. soldier returns to his hometown to find it overrun by crime and corruption, which prompts him to clean house.",2004-04-02,86,PG-13,Adventure|Drama|Action|Thriller,small town|martial arts|war veteran|based on true story|remake|torture|one man army|one against many|action hero,English,US,Walking Tall (Reboot) Collection,Kevin Bray,Dwayne Johnson|Johnny Knoxville|Neal McDonough|Kristen Wilson|Ashley Scott,Mandeville Films|Burke/Samples/Foster Productions|WWE Studios|Cub Eight Productions|Metro-Goldwyn-Mayer|Hyde Park Entertainment,46000000,57223888,6.308,1627,4.3941
11228,tt0116040,Daylight,Daylight,No air. No escape. No time.,A group of armed robbers fleeing the police head for the New Jersey Tunnel and run right into trucks transporting toxic waste. The spectacular explosion that follows results in both ends of the tunnel collapsing and the handful of people who survived the explosion are now in peril. Kit Latura is the only man with the skill and knowledge to lead the band of survivors out of the tunnel before the structure collapses.,1996-12-06,115,PG-13,Action|Adventure|Thriller,new york city|taxi|race against time|hero|helicopter|new jersey|taxi driver|river|guard|survival|disaster|explosion|power outage|dog|trapped|urban setting|flood|tunnel|trapped underground|action hero,English,US,,Rob Cohen,Sylvester Stallone|Amy Brenneman|Viggo Mortensen|Stan Shaw|Barry Newman,Davis Entertainment|Universal Pictures,80000000,159212469,6.12,1665,3.8865
10157,tt0089822,Police Academy 2: Their First Assignment,Police Academy 2: Their First Assignment,"To protect, to serve... and make you laugh. America's funniest crimebusters are back!","Officer Carey Mahoney and his cohorts have finally graduated from the Police Academy and are about to hit the streets on their first assignment. Question is, are they ready to do battle with a band of graffiti-tagging terrorists? Time will tell, but don't sell short this cheerful band of doltish boys in blue.",1985-03-28,87,PG-13,Comedy|Crime,espionage|handcuffs|investigation|police chief|police operation|police academy|commandant,English,US,Police Academy Collection,Jerry Paris,Steve Guttenberg|Bubba Smith|David Graf|Michael Winslow|Bruce Mahler,The Ladd Company,7600000,55600000,6.1,1696,3.8718
939335,tt17663876,Muzzle,Muzzle,Vengeance is off the leash.,"LAPD K-9 officer Jake Rosser has just witnessed the shocking murder of his dedicated partner by a mysterious assailant. As he investigates the shooter’s identity, he uncovers a vast conspiracy that has a choke-hold on the city in this thrilling journey through the tangled streets of Los Angeles and the corrupt bureaucracy of the LAPD.",2023-09-29,100,R,Action|Thriller,"police|los angeles, california|dog|lapd|k9",Spanish|English,US,Muzzle Collection,John Stalberg Jr.,Aaron Eckhart|Stephen Lang|Diego Tinoco|Leslie Black|Penelope Mitchell,Highland Film Group|Broken Open Pictures|Slow Burn|Studio507,0,7807,6.466,343,3.8429
333669,tt2368619,Bastille Day,Bastille Day,With law comes disorder,"Michael Mason is an American pickpocket living in Paris who finds himself hunted by the CIA when he steals a bag that contains more than just a wallet. Sean Briar, the field agent on the case, soon realises that Michael is just a pawn in a much bigger game and is also his best asset to uncover a large-scale conspiracy.",2016-04-22,92,R,Action,central intelligence agency (cia)|france|bomb|bank|intelligence agency|terrorism|counter intelligence|french police,English|French,GB|US,,James Watkins,Idris Elba|Richard Madden|Charlotte Le Bon|Kelly Reilly|José Garcia,StudioCanal|Vendôme Pictures|Anonymous Content|Anton Capital Entertainment|Canal+|TF1 Films Production,20000000,14397593,6.318,1503,3.883
11177,tt0089560,Mask,Mask,They told 16 year old Rocky Dennis he could never be like everyone else. So he was determined to be better.,A significantly deformed but highly intelligent teenage boy and his biker gang mother attempt to live as normal a life as possible under the circumstances.,1985-03-08,120,PG-13,Drama,deformation|rocker|falling in love|single mother|disabled|body image|bikers|inner beauty,English,US,,Peter Bogdanovich,Cher|Sam Elliott|Eric Stoltz|Estelle Getty|Richard Dysart,Universal Pictures,7500000,48230162,7.255,488,4.2155
645757,tt14855468,That Christmas,That Christmas,The story of a Christmas that needed more than just a sack full of fixing.,It's an unforgettable Christmas for the townsfolk of Wellington-on-Sea when the worst snowstorm in history alters everyone's plans — including Santa's.,2024-11-27,91,PG,Animation|Comedy|Family|Fantasy|Adventure,holiday|santa claus|affectation|stage play|christmas|adoring,English,GB,,Simon Otto,Brian Cox|Bill Nighy|Fiona Shaw|Jack Wisniewski|Jodie Whittaker,Locksmith Animation|DNEG,0,0,7.2,424,3.8065
438650,tt5719748,Cold Pursuit,Cold Pursuit,Meet Nels Coxman. Citizen of the Year.,"The quiet family life of Nels Coxman, a snowplow driver, is upended after his son's murder. Nels begins a vengeful hunt for Viking, the drug lord he holds responsible for the killing, eliminating Viking's associates one by one. As Nels draws closer to Viking, his actions bring even more unexpected and violent consequences, as he proves that revenge is all in the execution.",2019-02-07,119,R,Crime|Action,drug dealer|dark comedy|colorado|revenge|gun battle|snow|sympathetic,English,US,Cold Pursuit Collection,Hans Petter Moland,Liam Neeson|Tom Bateman|Tom Jackson|Laura Dern|Nicholas Holmes,StudioCanal|Paradox Produksjon|MAS Productions|Summit Entertainment,60000000,76419755,5.873,2765,3.4865
